Oid;SyncId;Code;Label1;Label2;Item;CreationDate;CreatedBy;LastModificationDate;ModifiedBy;Blocked;BlockedBy;BlockedDate;OptimisticLockField;MaxOptions;TotalQuantity;TotalVWAP;Validate;Type;ProductionTimeOfUnit;ProductionCostPerUnit;WarehouseProd;WarehouseStore;WarehouseDest;CostCalcMethod;BlockedFormula;TypeFormule;Changeable;BatchSubstitution;MethodOfValuation;Price;ResponsibilityCenter;IsQuarantineWarehouse;VisibleEverywherer;PML;DoNotLoadComponentPrice
460;;TR6040MIXT;Formule pour le produit   TABLE DE REUNION ATLAS AVEC P CENTRAL M 120 X 360;;460;2025-10-04 15:18:47;Admin;;;;;;0;;;;t;;;;;;;;;;;;;;;;;;
461;;TRMIXT;Formule pour le produit   TABLE DE REUNION ATLAS  M 80 X 200;;461;2025-10-04 15:38:38;Admin;;;;;;0;;;;t;;;;;;;;;;;;;;;;;;
464;;TL5080140;Formule pour le produit  TABLE DE LECTURE 50 X 50  80 X 140;;464;2025-10-10 11:24:21;Admin;;;;;;0;;;;t;;;;;;;;;;;;;;;;;;
466;;TL14080;Formule pour le produit  TABLE DE LECTURE  PLAT 140/80;;466;2025-10-10 11:45:52;Admin;;;;;;0;;;;t;;;;;;;;;;;;;;;;;;
467;;TABB140;"Formule pour le produit  TABLE BREIFING P/PLAT 140
";;467;2025-10-10 11:47:24;Admin;;;;;;0;;;;t;;;;;;;;;;;;;;;;;;
468;c24482a8-461c-4d32-9ce5-04bf414e766a;P35H 2;Formule pour le produit  PIED METAL MAXI 2  H;;468;2025-10-11 13:22:32;Admin;2025-10-13 12:32:28.657358;admin;f;;;3;0;23.40000000;1334.36400000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
1;9aed143b-9d32-4861-b86f-9757e5ef0913;000001;Formule pour le produit   STRUCTURE MIXTE STATION 04 POSTE 120*240;;472;2025-10-15 12:41:04.813671;admin;2025-10-15 12:54:45.136332;admin;f;;;2;0;-2.00000000;4089.19500000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
448;bd4c3fa2-1b5e-4d8f-bcc2-359d37fe6921;SCHSCLR;Formule pour le produit  SOCLE  CHAISE SCOLAIREL EPOXY VT;;448;2025-09-17 13:14:39;Admin;2025-10-27 18:26:53.24798;MASSY;f;;;1;0;8.39500000;824.32761550;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
465;e8d0604c-5d5b-4511-a7d0-6588eff9ed44;TABB002;"Formule pour le produit  PIED METAL TABLE BREIFING P/PLAT 140
";;465;2025-10-10 11:25:47;Admin;2025-11-17 09:25:10.57599;admin;f;;;1;0;4.30000000;2179.73181500;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
447;f0d28850-46fe-45f4-9367-30768ce18e38;STSCLRGM;Formule pour le produit  STRUCTURE METALIQUE TABLE SCOLAIRE GM;;447;2025-09-17 12:37:54;Admin;2026-06-01 14:53:34.718859;MASSY;f;;;1;0;10.00000000;959.48782500;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
45;4379fd88-79ce-447a-bc26-796cca5fc7ef;CJP0088;Formule pour le produit  CACHES JUPES P/PLAT S 120;;45;2024-01-06 14:19:37;Admin;2025-10-15 16:48:57.285611;admin;f;;;1;0;4.60000000;677.26700000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
3;966cd174-6634-4b02-8d5f-ecb3cd63d2bd;000003;Formule pour le produit  CACHE JUPE GAMER   120 BLANC;;71;2025-10-18 16:28:51.675808;admin;2025-10-18 16:34:17.634988;admin;f;;;2;0;0.85300000;334.40444000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
4;f868cf42-edac-44fd-99d4-1250dbbb977d;000004;Formule pour le produit   BANC EXTERIEUR 160;;485;2025-10-25 10:49:34.396438;MASSY;2025-10-25 11:18:03.232292;MASSY;f;;;3;0;0.15000000;1924.12800000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
5;93c0e5f3-4d36-456a-90b5-271b6aec9fab;000005;Formule pour le produit   TABLE DE REUNION ATLAS  M 100 X 200;;486;2025-10-25 12:51:25.846853;MASSY;2025-10-25 13:28:24.78294;MASSY;f;;;4;0;31.53000000;3369.34949500;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
78;f2767fff-75bf-448c-ada3-d089649aaaa2;PTR0800;Formule pour le produit  PIED METAL TABLE DE REUNION     MAXI   M 80;;78;2024-01-06 14:19:41;Admin;2025-10-27 18:06:47.463764;MASSY;f;;;2;0;39.90000000;2642.48185500;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
6;8d7f794e-47cc-4736-85f6-2dc8761298e6;000006;Formule pour le produit   STRUCTURE TABLE MANGER M110*110;;487;2025-10-25 13:10:55.476352;MASSY;2025-10-27 18:35:48.567535;MASSY;f;;;3;0;29.20000000;2656.57839500;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
488;6da15c38-8e36-48a5-a2b2-d92036e76eba;000026;FORMULLE POUR TRIPLLETTE G021;;384;2025-12-07 10:43:02.340556;MASSY;2026-03-25 13:33:23.621936;MASSY;f;;;3;0;89.29600000;4164.23963240;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
385;077d26a9-1629-4114-8ba7-f0018194ef3b;PMZ1200;Formule pour le produit  STRUCTURE MEGA Z 120;;385;2025-01-27 13:23:00;Admin;2025-11-09 12:05:05.758831;MASSY;f;;;1;0;0.00000000;2835.96010000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
470;c88ede97-f242-46cc-b3c6-5416957190c4;000008;COMPOSITION ;;496;2025-11-11 10:06:18.632469;admin;2025-11-11 10:06:42.568566;admin;f;;;2;0;4.00000000;9172.72200000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
289;8ab4d92d-3776-48e1-86c1-e0802c3bd132;PTRE1200;Formule pour le produit   PIED METAL EXTANTION  T REUNION MAXI/ECO M 120;;289;2025-01-02 14:30:09;Admin;2025-11-12 13:40:38.268723;MASSY;f;;;1;0;29.61000000;2063.56195300;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
471;22944491-a71c-444d-8c6a-223b75563e90;000009;COMP ECO AVEC PLATEAU;;498;2025-11-12 15:41:19.857445;admin;2025-11-12 15:41:37.587611;admin;f;;;2;0;3.00000000;4174.54230000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
472;e70bc215-a32e-42eb-9e4f-b30de62f24f2;000010;COMPO CJP 160 TL 10;;500;2025-11-13 16:17:25.784926;admin;2025-11-13 16:18:13.183971;admin;f;;;2;0;3.60000000;897.62563000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
476;63d0d8f8-95c6-4ca8-b6da-3f95207e0f0e;000014;"CURVIA FORME ""C""";;509;2025-11-20 15:21:18.266687;admin;2025-11-20 15:22:59.117656;admin;f;;;2;0;-0.30000000;1631.00685000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
279;35253dd6-40da-4566-9153-07f406c515e2;P41R00;Formule pour le produit  PIED METAL Z ONE R;;279;2025-01-02 13:03:51;Admin;2025-11-20 14:33:08.459042;admin;f;;;1;0;44.40000000;1877.93126000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
417;aa295f83-4a78-4dfe-9e9e-5eb6b2ee79c1;P41000;Formule pour le produit  PIED METAL Z ONE;;417;2025-08-24 11:03:35;Admin;2025-11-20 14:38:44.131404;admin;f;;;2;0;36.40000000;1844.80926000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
475;3a89b383-7cdc-4250-8100-c316a38b227a;000013;Formule pour le produit  PIED METAL STATION MAXI 2  M 110;;507;2025-11-20 14:43:23.072947;admin;2025-11-20 14:43:53.96684;admin;f;;;2;0;0.00000000;3037.43465500;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
474;595bc26f-f0b3-4c5b-859d-cd28166956b4;000012;TABLE DE REUNION CURVIA M100;;506;2025-11-20 14:39:38.312521;admin;2025-11-20 14:46:50.732628;admin;f;;;3;0;39.35000000;2480.03470000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
479;4720c60b-997a-4232-b7e3-ac6956d063e4;000017;Formule pour le produit  CACHES JUPES P/PLAT 200;;497;2025-11-24 16:17:25.248712;admin;2025-11-24 16:18:01.41543;admin;f;;;2;0;0.00000000;801.48509500;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
477;e0bf9475-5afa-4ecb-ac0d-924d325270a2;000015;Formule pour le produit  CACHES JUPES P/PLAT 570;;508;2025-11-20 15:52:00.130609;admin;2025-11-20 15:52:41.282616;admin;f;;;2;0;0.00000000;555.02317600;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
473;3c398f42-1cfe-4297-a32d-be8ebc7f7cb8;000011;CURVIA ;;505;2025-11-20 13:17:27.064109;admin;2025-11-20 21:40:55.269866;admin;f;;;4;0;31.20000000;2241.65265500;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
478;0fdbabdd-ccf5-481a-aee7-c86a8b77649d;000016;Formule pour le produit  PIED METAL TABLE BREIFING P/PLAT 150;;510;2025-11-24 16:05:59.57378;admin;2025-11-24 16:06:30.761861;admin;f;;;2;0;0.00000000;2179.73181500;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
481;9a676a85-12a5-445e-982b-18952585f7f2;000019;Formule pour le produit  CHAISE IMPERIAL QUADRUPLETTE LUXE TISSU EPOXY ;;511;2025-11-27 15:46:44.349996;admin;2025-11-27 15:48:06.440992;admin;f;;;3;0;5.00000000;5996.22240000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
483;1b097a95-c51b-4fba-bba2-2951a8d4ed68;000021;Formule pour le produit  CACHES JUPES P/PLAT 60;;514;2025-11-29 09:06:31.998569;admin;2025-11-29 09:07:05.105422;admin;f;;;2;0;0.00000000;555.02317600;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
480;39d09fdb-7d70-47b6-bedc-eade8f4af927;000018;Formule pour le produit  SOCLE  IMPERIAL QUADRUPLETTE LUXE  EPOXY;;512;2025-11-27 15:43:00.01507;admin;2025-11-29 09:22:27.550099;FAHIM;f;;;5;0;68.70000000;3443.46659500;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
484;b689e6ba-1bcb-454e-a434-5479bdf42019;000022;FORMULLE POUR DOUBLLETTE G021;;515;2025-11-29 09:41:49.005476;FAHIM;2025-12-07 11:11:45.186202;MASSY;f;;;6;0;107.59600000;3294.09841000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
444;f42eea07-ee36-4859-ab95-8c508303e43a;CHCANADA;Formule pour le produit  CHAISE VISITEUR CANADA EPOXY;;444;2025-09-12 13:42:17;Admin;2025-12-08 12:25:19.310339;MASSY;f;;;6;0;50.97300000;2509.93424000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
451;d181c3d4-4d72-4242-bf88-21837771ca43;P34002;Formule pour le produit   PIED METAL ECO M 45;;451;2025-09-20 12:37:28;Admin;2025-12-08 18:12:50.608216;MASSY;f;;;2;0;32.41100000;1410.84716690;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
486;06652aaa-2f78-4400-a880-b8f3816de1e9;000024;FORMULLE POUR TRIPLLETTE CANADA;;522;2025-12-07 09:37:29.667282;MASSY;2025-12-07 11:48:47.140559;MASSY;f;;;5;0;95.47600000;4425.24761000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
482;1e9cd937-6f96-4c84-83be-13dab5f7dab9;000020;Formule pour le produit  PIED METAL ECO M 50;;513;2025-11-29 09:03:31.79652;admin;2025-12-08 18:14:28.913989;MASSY;f;;;3;0;-0.05000000;1528.41506500;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
286;8e7da357-6c0e-4365-ba28-3a3fc2da4024;CJP098N;Formule pour le produit  CACHES JUPES P/PLAT 120;;286;2025-01-02 14:09:09;Admin;2026-06-01 15:23:55.56614;MASSY;f;;;2;0;0.75000000;670.71798200;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
487;d9e1a507-a65c-476c-93e8-b0c71ad27f9f;000025;FORMULLE POUR TRIPLLETTE G 020;;528;2025-12-07 10:05:38.742617;MASSY;2026-03-28 18:59:19.593791;MASSY;f;;;3;0;11.65000000;8930.61418500;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
469;144385fc-5738-4da8-80e4-ff0244880fe9;000007;ECHA;;490;2025-11-05 19:49:07.686245;MASSY;2026-04-13 11:06:47.222465;MASSY;f;;;6;0;20.42333320;1952.30642517;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
62;2051ecd5-d49a-4c52-a2d5-361f5f4ef4de;P34000;Formule pour le produit  PIED METAL ECO M 60 ;;62;2024-01-06 14:19:39;Admin;2026-06-13 14:39:49.952664;MASSY;f;;;3;0;27.65000000;1600.13129500;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
490;8db126a6-bcca-4e5a-b8f0-17e91fee1a5d;000028;Formule pour le produit  CHAISE VISITEUR G 021;;534;2025-12-07 10:58:45.110817;MASSY;2025-12-07 11:04:36.466843;MASSY;f;;;3;0;44.67300000;2163.39024000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
491;6715fe2f-7030-4ec5-b738-81a560dbe700;000029;FORMULLE POUR DOUBLLETTE CANADA;;521;2025-12-07 11:15:37.034206;MASSY;2025-12-07 11:46:02.263107;MASSY;f;;;4;0;71.84600000;3236.70121000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
489;d0d21398-be7d-4f99-b2b5-462e8ceea427;000027;Formule pour le produit  CHAISE VISITEUR G 020;;532;2025-12-07 10:50:58.282514;MASSY;2026-09-05 16:47:38.283556;MASSY;f;;;5;0;32.83000000;2193.88105910;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
492;f93602e1-c230-44f7-86ce-9d656add8637;000030;FORMULLE POUR DOUBLLETTE G 020;;529;2025-12-07 11:23:00.771204;MASSY;2025-12-07 11:30:46.087639;MASSY;f;;;2;0;55.44600000;2901.46401000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
493;96b36d04-a2d2-4c31-8a92-c57591738419;000031;STRUCTURE TABLE BASSE ROND;;533;2025-12-07 12:18:43.628072;MASSY;2025-12-07 12:20:54.150256;MASSY;f;;;2;0;14.38000000;1608.91780400;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
494;abe3f3e9-cbf4-4691-8beb-0e1ab85ec465;000032;STRUCTURE TABLE HAUTE ROND;;540;2025-12-07 12:29:00.798775;MASSY;2025-12-07 12:30:17.816559;MASSY;f;;;2;0;0.12000000;1772.99130000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
497;a367ed19-322a-4881-b68e-35a7f5b7a7cf;000035;STRUCTURE TABLE BASSE CONIQUE ;;518;2025-12-08 17:11:18.645909;MASSY;2025-12-08 17:13:20.627313;MASSY;f;;;2;0;9.95000000;1151.13386000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
496;c9261baf-0987-4e11-ab67-c197a29c35f8;000034;STRUCTURE TABLE GIGONNE C;;537;2025-12-08 16:57:29.021594;MASSY;2025-12-08 17:18:26.536316;MASSY;f;;;4;0;47.70000000;1479.45029000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
501;9be0b1e3-3f7b-4fee-8bc9-d6688feea526;000039;Formule pour le produit  CACHE JUPE PIANO 160 / 180;;525;2025-12-21 17:50:17.276543;FAHIM;2026-07-08 13:22:05.958443;MASSY;f;;;4;0;2.69900000;431.23835500;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
498;8d6589d8-c910-4277-9a3d-18ba97d46826;000036;STRUCTEUR BANQUETTE 140;;543;2025-12-13 10:27:04.736263;MASSY;2025-12-13 10:40:22.775899;MASSY;f;;;2;0;10.35000000;4322.00000000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
499;2a03c41e-7b74-4631-8aa0-edf353a31401;000037;STRUCTURE BUR HOTEL GOLD;;544;2025-12-13 10:48:20.164409;MASSY;2025-12-13 10:51:24.305337;MASSY;f;;;2;0;6.35000000;1761.70582000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
500;b02f2500-b5be-4508-a935-5c72e8aa72f5;000038;   TABLE EXTERIEUR   60X40 160X80;;546;2025-12-14 18:06:02.013905;MASSY;2025-12-14 18:08:15.107395;MASSY;f;;;2;0;10.70000000;2653.29363000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
503;c5b5e6c1-8d50-4ead-9c2f-456dc0ca3441;000041;STRUCTURE CHAISE JARDIN;;556;2025-12-22 16:48:09.797961;MASSY;2025-12-22 16:53:45.473662;MASSY;f;;;2;0;17.71500000;2094.20486350;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
505;b71bbf41-af7c-45b2-b047-6e2acf61fd8c;000043;TRM 360 X 140 BAROK PIED METALIQUE;;567;2026-02-07 12:31:46.005913;MASSY;2026-02-07 12:32:33.24947;MASSY;f;;;2;0;8.00000000;25661.55960000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
506;cb6f6d87-eb6b-4f21-a8ff-016896a6dd7b;000044;BUREAU 140 X 70 PIED METAL DEUX TIROIRS FIX;;570;2026-02-07 13:27:25.714451;MASSY;2026-02-07 13:27:51.910892;MASSY;f;;;2;0;4.00000000;9768.02150000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
509;ea49290c-9c18-4230-a6ff-36523dac5b0f;000047;Formule pour le produit  SOCLE  CHAISE CANADA EPOXY ;;597;2026-02-28 12:20:09.526551;MASSY;2026-02-28 12:24:49.724934;MASSY;f;;;3;0;2.79500000;659.62997450;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
510;9ee27c2b-3725-423f-9f22-ed2fe4467f05;000048;Formule pour le produit  SOCLE  CHAISE G 021;;598;2026-02-28 12:27:45.98388;MASSY;2026-09-09 13:33:48.041228;MASSY;f;;;5;0;2.59500000;688.79326900;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
514;2c2832a7-c1be-4b40-8566-d1a547357012;000052;Formule pour le produit  TABLE DE LECTURE 60 X 30 M45 X 70;;615;2026-03-28 17:38:07.594084;MASSY;2026-03-28 17:41:58.670077;MASSY;f;;;3;0;0.00000000;1540.87286200;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
513;63afb60b-fc4c-4a3c-a254-dcdfeb3439d9;000051;Formule pour le produit  TABLE DE LECTURE 60 X 30 M45 X 130;;616;2026-03-28 17:36:28.699993;MASSY;2026-03-28 17:44:29.411254;MASSY;f;;;3;0;0.00000000;1671.31816200;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
511;f1093c49-6e32-4f48-9a8a-8f0b6f4ca16a;000049;Formule pour le produit  SOCLE  CHAISE G 020;;599;2026-02-28 12:29:30.686885;MASSY;2026-03-28 18:37:41.000624;MASSY;f;;;5;0;-0.03000000;714.60216750;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
512;3c3bfd0d-ac04-40ce-8994-3115f451aa91;000050;"Formule pour le produit  TABLE DE LECTURE 60 X 30 60 X 120
";;614;2026-03-25 13:05:16.203341;MASSY;2026-03-28 17:36:09.184707;MASSY;f;;;6;0;14.36000000;1702.38571200;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
516;17c44561-f834-435b-9ec8-0c44aacffbab;000054;Formule pour le produit STRUCTURE TABLE DE LECTURE 40 X 40 M90*1900;;637;2026-04-15 10:14:58.385156;MASSY;2026-04-15 10:36:37.020303;MASSY;f;;;3;0;23.60000000;2968.56812000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
518;e23659d3-ecdc-44a8-ba3a-3b55b5bfe4db;000056;Formule pour le produit STRUCTURE TABLE DE LECTURE 40 X 40 M70 x1200 sd;;585;2026-04-25 15:20:00.553373;MASSY;2026-04-25 15:20:56.280849;MASSY;f;;;2;0;0.00000000;2968.56812000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
517;41187efd-dadf-4c4e-a8be-46a506681654;000055;TABLE MICRO 900*800;;640;2026-04-22 13:53:06.661363;MASSY;2026-04-22 14:08:41.305788;MASSY;f;;;3;0;6.00000000;6224.52410000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
515;f7b9a681-c82c-4441-b9fe-0bddda7c5782;000053;Formule pour le produit  PIED METAL TABLE BREIFING P/PLAT 100;;97;2026-04-11 15:50:53.300074;MASSY;2026-04-11 15:51:41.866263;MASSY;f;;;2;0;0.00000000;1972.52771000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
331;a7e2777f-237f-46ac-8781-bf9d12698e33;KIT005;Formule pour le produit  KIT CHAISE IMPERIAL  REMBOURET  TISSU ;;331;2025-01-08 10:49:29;Admin;2026-04-29 12:00:35.315609;MASSY;f;;;3;0;0.00000000;818.30060000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
519;b637e844-9059-4b7b-b0a6-8caf84e05661;000057;Formule pour le produit  TABLE DE LECTURE 50 X 50  80 X 180;;660;2026-05-13 13:10:34.871241;MASSY;2026-05-13 13:21:36.293312;MASSY;f;;;4;0;30.80000000;2652.67622000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
520;b79366e1-d0bd-42a0-bbc6-545dc1650230;000058;Formule pour le produit STRUCTURE TABLE DE LECTURE 30 X 30 M 65X 110 DEMO;;665;2026-05-21 15:13:48.681698;MASSY;2026-05-21 15:34:38.641657;MASSY;f;;;5;0;30.95000000;2477.34735000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
522;d92db47c-b0c7-4705-b0cd-1e3f5d48ff32;000060;Formule pour le produit  TABLE DE LECTURE 60X40 M700X 1400 MODULABLE;;666;2026-05-21 16:12:09.125185;MASSY;2026-05-21 16:50:07.732065;MASSY;f;;;3;0;41.01000000;2308.03763400;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
523;21d3d102-4314-4820-98e3-1653598502d5;000061;Formule pour le produit STRUCTURE TABLE DE LECTURE 40 X 40 M60 1400 DEMO;;672;2026-06-01 10:35:34.833173;MASSY;2026-06-01 10:40:30.285217;MASSY;f;;;3;0;14.65000000;1948.67511500;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
524;eda60366-7139-4615-8336-c404a5ff15d7;000062;Formule pour le produit  STATION ATLAS 50 X 50 M100 X115;;687;2026-06-09 14:16:13.403152;MASSY;2026-06-09 14:22:52.927217;MASSY;f;;;2;0;11.32000000;2985.71893400;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
507;66453348-92a7-4383-a172-d2521299a48a;000045;Formule pour le produit  KIT CND+G21+G20;;571;2026-02-08 14:27:25.835075;MASSY;2026-08-02 15:06:01.432978;MASSY;f;;;15;0;46.57000000;1694.36226600;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
281;df2c300e-57ea-4520-9d48-ae6110ec5921;P39120140;Formule pour le produit  PIED METAL PIANO   M 70 ;;281;2025-01-02 13:10:43;Admin;2026-07-08 12:15:09.679454;MASSY;f;;;6;0;33.01900000;2609.03157300;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
502;1d5b1777-1447-4e40-8f20-feb7ca5737ba;000040;Formule pour le produit CAHE JUPE PIANO 120 /140;;526;2025-12-21 17:50:38.945826;FAHIM;2026-07-08 13:22:43.406497;MASSY;f;;;4;0;2.58900000;389.16078100;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
495;29684d39-1c37-4865-99d2-c273452b5dbf;000033; PIED METAL TABLE DE REUNION /STATION M100;;541;2025-12-08 16:22:21.605651;MASSY;2026-07-08 13:11:48.705242;MASSY;f;;;6;0;42.50900000;3398.38248200;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
528;fecc56eb-ab24-42bf-8562-dd6a4b3312f0;000066; PIED METAL TABLE DE REUNION /STATION M100- 120/260;;718;2026-07-08 13:13:48.426177;MASSY;2026-07-08 13:15:22.72396;MASSY;f;;;2;0;0.20000000;3474.88716200;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
529;d8a745bd-e1e0-4866-adb6-0dd9cd6d7bd2;000067; PIED METAL TABLE DE REUNION /STATION M100- 120/280;;717;2026-07-08 13:15:50.199552;MASSY;2026-07-08 13:21:03.280708;MASSY;f;;;2;0;0.10000000;3513.13950200;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
530;2e95a7a4-4061-4c48-8d62-49b136e9b1fc;000068;porte vase ;;719;2026-07-11 15:32:49.7863;MASSY;2026-07-11 15:34:59.101249;MASSY;f;;;2;0;7.90000000;628.35580000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
536;b26143e3-76a9-44fe-8fb1-965515e3bafb;000074;Formule pour le produit  PIED METAL  ECO FORME O M 48   SOUDEE            ;;762;2026-08-22 16:39:40.378225;MASSY;2026-08-22 16:43:53.296909;MASSY;f;;;3;0;-0.10000000;1479.26847500;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
