Oid;SyncId;Code;Barcode;Reference;Label1;Label2;Label3;Type;VAT;URL;IsBatchManaged;IsPerishable;IsDirectDistributed;DefaultBatchStatus;Family;Category1;Category2;Category3;Category4;Category5;AccountingCode;SearchField;Image;Brand;Medecine;Remark;Note;PriceListScaleType;VWAP;VWAPphysical;VWAPinvoice;LPP;Quantity;QuantityMin;QuantityMin2;QuantityMax;QuantityMax2;TariffType;MaxFU;MinPP;MaxPP;MinSP;MaxSP;IsBOM;ManagedBySerialNumber;ManagedByQuota;Equivalence;Conditioning;DefaultPacking;PurchasePacking;SalesPacking;UnitPacking;IsOutOfService;UseNegativeStock;IsSalesOnState;IsUnderCommission;IsInterpretedCode;IsEditablePrice;IsUnitManaged;IsOutputControlled;IsPrintable;UnitValue;UnitWeight;IsRawMaterial;PhysicalQuantity;LogicalQuantity;DamagedQuantity;ArrivedQuantity;ReservedQuantity;DraftQuantity;Blocked;BlockedBy;BlockedDate;UnitOfMeasure;Locked;LockedBy;LockedDate;CreationDate;CreatedBy;LastModificationDate;ModifiedBy;OptimisticLockField;PromotionIn;ResultInPromotion;MedicineCode;IsExcluded;Coefficient1;Coefficient2;Usn;IsDecomposableOnly;IsComposableOnly;IsCamsspRefundable;ExpirationDays;DeadStockDays;Location;Width;Height;Length;Thickness;VisibleInVirtualMarket;BlockingReason;IsForLease;Surface;IsImmobilization;IsMostUsed;BlockedReservationQuantity;DefaultInterpretedCode;DefaultFormula;SHP;InvoiceQuantity;IsTactileSelling;PromotionDiscount;StartOfPromotion;EndOfPromotion;IsLoyalty;LoyaltyRatio;IsSemiFinished;StockAccount;ProductionAccount;ConsumptionAccount;ToSynchronize;Pattern;IsSparePart;MarginItem;PerRangeFrom;PerRangeTo;Equivalents;PackingCodes;IsSent;DimensionType
342;ba4694bd-b025-453e-a5e6-65b5f7a3f74a;TAM1200;;;TABLE AMPHIE 120;;;0;3;;f;f;f;2;10;;;;;;;;;;;;;;1400.00000000;0.00000000;0.00000000;0.00000000;0;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;278;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:34.270994;FAHIM;291;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
574;8258f309-392a-4f93-aeda-b1c808880dd9;000455;;;GANT WAIL;;;0;1;;f;f;f;;5;5;;;;;;GANT WAIL;;;;;;;550.00000000;0.00000000;0.00000000;550.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;496;;;496;f;f;f;f;f;f;f;f;f;0;0;f;0;12;0;0;0;0;0;;;;f;;;2026-02-10 15:47:17.187694;FAHIM;;;178;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
663;4e6c596d-4e7f-46e1-a876-b433ac871248;TRPG21R400;;;TRIPLETTE G21 SKAI R32;;p_Lot is null;0;3;;f;f;f;;12;;;;;;;TRIPLETTE G21 SKAI R32;;;;;;;9096.94190000;0.00000000;0.00000000;10800.00000000;0;0;0;0;0;0;;;;;;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;585;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;260;0;0;0;0;0;;;Unité;f;;;2026-05-19 12:08:30.901565;FAHIM;2026-05-19 12:09:13.329483;FAHIM;143;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;-714;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;000194;"";f;0
525;78b04681-a6c4-4bb5-83c5-61ead0cae6c4;CJ PIANO ;;;CACHE JUPE PIANO 160 / 180;;;0;3;;f;f;f;;13;;;;;;;CACHE JUPE PIANO 160 / 180;;;;;;;450.45980000;0.00000000;0.00000000;0.00000000;0;0;0;0;0;0;;;;;;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;447;;;447;f;f;f;f;f;f;f;f;f;0;0;f;0;10;0;0;0;0;0;;;;f;;;2025-12-02 09:32:04.995551;admin;2026-07-08 12:12:00.762659;MASSY;289;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;501;0.00000000;-5;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;000056;"";f;0
148;d5f3b025-e246-4c25-a5a1-3da5526194a7;BLM870;;;BOULON  M8X70;;;0;1;;f;f;f;1;2;;1;;;;;;;;;;;;12.15910000;0.00000000;0.00000000;7.95000000;2813;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;124;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;3374;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:36.249958;FAHIM;326;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
208;d81af44c-0c32-4477-a390-1ee6a76af62e;TBR4020;;;TUBE RECTANGLE 40 X 20 X 12;;;0;1;;f;f;f;1;2;9;1;;;;;TUBE RECTANGLE 40 X 20 X 12;;;;;;;522.77420000;0.00000000;0.00000000;521.00840336;98;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;177;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;171.25;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:35.558965;FAHIM;312;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;208;"";f;0
678;ebf3cebe-80f4-40ac-ae65-d0d19e6dc0ed;000547;;;TOLE NOIR 09/2500/1250;;p_Lot is null;0;1;;f;f;f;;2;8;;;;;;TOLE NOIR 09/2500/1250;;;;;;;2850.00000000;0.00000000;0.00000000;2850.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;600;;;600;f;f;f;f;f;f;f;f;f;0;0;f;0;50;0;0;0;0;0;;;;f;;;2026-06-04 13:54:53.187362;OULAID-B;;;108;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
176;0cbe9659-a249-4054-b003-3539db1d645f;TL181025;;;TOLE 18 1000 X 2500;;;0;1;;f;f;f;2;2;;1;;;;;;;;;;;;0.00000000;0.00000000;0.00000000;100.00000000;0;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;145;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:35.985365;FAHIM;291;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
634;ba202be4-ebf1-4fbc-a549-9d5be0e4ed7e;000505;;;TABLE REUNION TWIZI BAROK 300*120CM 32MM PI METALIQUE ;;p_Lot is null;0;1;;f;f;f;;10;11;;;;;;TABLE REUNION TWIZI BAROK 300*120CM 32MM PI METALIQUE ;;;;;;;42750.00000000;0.00000000;0.00000000;45000.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;556;;;556;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;;f;;;2026-04-13 09:53:48.188834;FAHIM;;;132;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
201;bb405ae0-1b70-46b6-b50b-2d0e91021c60;TBC3030;;;TUBE  30 X 30 X 14;;;0;1;;f;f;f;1;2;9;1;;;;;;;;;;;;983.46720000;0.00000000;0.00000000;960.00000000;290.28;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;170;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;467.25;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:35.669731;FAHIM;316;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
154;7789946c-b908-4fe9-8de0-1b299bfb8f2a;MCHM95;;;MECHE M9.5;;;0;1;;f;f;f;2;2;;1;;;;;;;;;;;;534.00000000;0.00000000;0.00000000;710.00000000;29;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;130;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;45;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:36.173826;FAHIM;384;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
35;985a5e6d-08be-461f-b951-f3729f334c16;6030645;;;PIECE 645 TRAVERS ;;;0;1;;f;f;f;2;2;;1;;;;;;;;;;;;0.00000000;0.00000000;0.00000000;100.00000000;0;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;32;;;;f;f;f;f;f;f;f;f;f;0;0;t;0;0;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:37.443778;FAHIM;291;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
784;ca01e121-ee2d-442a-9179-84d02868ce6b;000645;;;SERRE JOINT;;p_Lot is null;0;1;;f;f;f;;5;;;;;;;SERRE JOINT;;;;;;;1430.00000000;0.00000000;0.00000000;1430.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;706;;;706;f;f;f;f;f;f;f;f;f;0;0;f;0;10;0;0;0;0;0;;;;f;;;2026-08-30 15:42:10.325661;FAHIM;;;13;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
322;d19fff29-d33a-429f-8e25-4c6d6b2071ee;MSS11419;;;MOUSSE 1.CM 150 X 190;;;0;3;;f;f;f;2;7;7;1;;;;;;;;;;;;251.60010000;0.00000000;0.00000000;288.11000000;300;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;261;;;;f;f;f;f;f;f;f;f;f;0;0;t;0;1508;0;0;0;0;0;;;Unité;f;;;;;2026-04-22 13:23:41.265395;MASSY;420;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;322;"";f;0
451;f1d4fe8a-5b8c-41af-829b-58e827c7a406;P34002;;; PIED METAL ECO M 45;;;0;3;;f;f;f;2;13;;1;;;;;;;;;;;;1447.20710000;0.00000000;0.00000000;0.00000000;0;0;0;300;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;374;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;47;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:33.017599;FAHIM;398;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;-715;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
174;cb701377-5a92-40d2-83a3-5b611dc2b7f0;T1812525;;;TOLE 18 1250 X 2500;;;0;1;;f;f;f;2;2;;1;;;;;;;;;;;;0.00000000;0.00000000;0.00000000;2850.00000000;0;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;143;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:36.009435;FAHIM;296;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
4;0fad5be3-77e8-47df-962d-ffa293422dee;TBC5018;;;TUBE 50 X 50 X 18;;;0;1;;f;f;f;1;2;9;1;;;;;;;;;;;;2050.00000000;0.00000000;0.00000000;100.00000000;49;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;5;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:37.784768;FAHIM;291;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
257;e28a0a91-17fd-426c-be21-97eccbabe066;PTR1000;;;PIED METAL TABLE DE REUNION     MAXI   M 100;;;0;3;;f;f;f;2;13;;1;;;;;;;;;;;;2211.24910000;0.00000000;0.00000000;0.00000000;0;0;0;20;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;210;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;32;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:35.16007;FAHIM;400;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;-17;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
200;19901206-4097-4471-92cb-853074fefcb1;TB604014;;;TUBE 60 X 40 X 14;;;0;1;;f;f;f;1;2;9;1;;;;;;;;;;;;1273.57750000;0.00000000;0.00000000;1201.68067227;257.98;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;169;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;410.14;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:35.683111;FAHIM;494;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
613;ca82fc46-142c-4e03-bb2c-724e9a6c3282;TL6030/40120;;;"TABLE DE LECTURE 60 X 30 /60/40 65 X 120
";;p_Lot is null;0;3;;f;f;f;;10;;;;;;;"TABLE DE LECTURE 60 X 30 /60/40 65 X 120
";;;;;;;0.00000000;0.00000000;0.00000000;0.00000000;0;0;0;0;0;0;;;;;;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;535;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;Unité;f;;;2026-03-25 12:58:42.666253;MASSY;2026-03-25 13:00:31.096558;MASSY;141;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;000144;"";f;0
23;e676408c-c47c-4b8b-868a-dc90eff7b180;SCP002;;;SAC EMBALLAGE CHAISE;;;0;1;;f;f;f;1;2;;1;;;;;;;;;;;;6.03400000;0.00000000;0.00000000;479.00000000;13300;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;20;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;16000;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:37.591034;FAHIM;312;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
528;4bd4f7b4-ff08-4d40-8369-6ceba8e7335b;000428;;;TRIPLETTE G 20;;p_Lot is null;0;1;;f;f;f;;12;;;;;;;TRIPLETTE G 20;;;;;;;7737.16700000;0.00000000;0.00000000;0.00000000;0;0;0;0;0;0;;;;;;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;450;;;450;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;;f;;;2025-12-02 10:40:25.226602;LINA;2026-02-07 10:07:32.114035;FAHIM;253;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;-5;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;000059;"";f;0
44;058cdb5f-2d93-4a0c-9e87-766e6d999655;CJTW1600;;125;CACHES JUPE TWIZI 160;;;0;3;;f;f;f;2;11;;1;;;;;CACHES JUPE TWIZI 160;;;;;;;1500.00000000;0.00000000;0.00000000;0.00000000;4;0;0;20;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;40;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;Unité;f;;;;;2026-02-22 15:01:16.259287;FAHIM;293;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;44;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;44;"";f;0
583;63c8db95-7a07-4d0b-920a-a91236360973;000464;;;EGUILLES IND LUXE;;;0;1;;f;f;f;;2;;;;;;;EGUILLES IND LUXE;;;;;;;34.28570000;0.00000000;0.00000000;30.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;505;;;505;f;f;f;f;f;f;f;f;f;0;0;f;0;35;0;0;0;0;0;;;;f;;;2026-02-12 10:15:32.925144;FAHIM;;;182;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
331;85c8192d-e15d-43a2-89d8-7da2f63aba0c;KIT005;;;KIT CHAISE IMPERIAL  REMBOURET  TISSU ;;;0;3;;f;f;f;2;7;4;1;;;;;;;;;;;;1186.97000000;0.00000000;0.00000000;0.00000000;0;0;0;2000;0;0;0;0.00000000;0.00000000;1900.00000000;2900.00000000;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;267;;;;f;f;f;f;f;f;f;f;f;0;0;t;0;1200;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:34.417124;FAHIM;428;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
791;50966c5d-5617-472e-a51e-d60ed5442626;PMCARRM45;;;PIED METAL ECO FORME O M 45 SOUDEE ;;p_Lot is null;0;3;;f;f;f;;13;;1;;;;;PIED METAL ECO FORME O M 45 SOUDEE ;;;;;;;1498.11410000;0.00000000;0.00000000;0.00000000;0;0;0;300;0;0;;;;;;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;713;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;2;0;0;0;0;0;;;Unité;f;;;2026-09-03 13:43:40.073307;FAHIM;2026-09-03 13:44:14.160225;FAHIM;14;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;-48;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;000322;"";f;0
650;57433875-aea9-42b4-bed6-95a2b04b4702;000521;;;RECHONGE MASQUE FIX TOP 60015;;;0;1;;f;f;f;;5;5;;;;;;RECHONGE MASQUE FIX TOP 60015;;;;;;;450.00000000;0.00000000;0.00000000;450.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;572;;;572;f;f;f;f;f;f;f;f;f;0;0;f;0;4;0;0;0;0;0;;;;f;;;2026-05-04 09:00:36.677391;FAHIM;;;107;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
371;3424411c-abfe-4dfa-90a9-8746119f8799;TBU55X55;;; PIED METAL TABLE   BASSE  U  SOUDEE 60 X 30 ;;;0;3;;f;f;f;2;13;;1;;;;;;;;;;;;1257.21000000;0.00000000;0.00000000;0.00000000;0;0;0;300;0;0;0;0.00000000;0.00000000;4199.00000000;4800.00000000;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;302;;;;f;f;f;f;f;f;f;f;f;0;0;t;0;0;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:33.947035;FAHIM;291;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
726;289deae7-9964-46b7-a918-eb90de0265ca;TACARRE140X140;;;TABLE ATLAS 140*140;;p_Lot is null;0;1;;f;f;f;;10;;;;;;;TABLE ATLAS 140*140;;;;;;;0.00000000;0.00000000;0.00000000;0.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;648;;;648;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;;f;;;2026-07-15 12:14:29.445157;FAHIM;2026-09-03 15:13:34.397059;FAHIM;49;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;-1;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;000257;"";f;0
568;f12d4bb7-7012-400a-98df-648aa785165a;000449;;;CAISSON DEUX TIROIRS FIX;;p_Lot is null;0;3;;f;f;f;;15;;1;;;;;CAISSON DEUX TIROIRS FIX;;;;;;;2941.17650000;0.00000000;0.00000000;2941.17647059;0;0;0;0;0;0;;;;;;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;490;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;Unité;f;;;2026-02-07 13:03:51.910832;MASSY;2026-02-07 13:04:32.37727;MASSY;183;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;000099;"";f;0
754;6214f01b-d238-499e-8cf2-4f86ffc2b4e4;ESTRD 1.71 X 1.02;;;ESTRADE 1.71 X 1.02;;p_Lot is null;0;3;;f;f;t;;10;;;;;;;ESTRADE 1.71 X 1.02;;;;;;;4248.08610000;0.00000000;0.00000000;0.00000000;0;0;0;0;0;0;;;;;;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;676;;;676;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;;f;;;2026-08-05 13:53:14.069565;FAHIM;;;32;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;-1;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
544;2e8260ec-16d6-4b5b-94b3-cfda7c184a38;STR BUR HOT GOLD;;;STRUCTURE BUR HOTEL GOLD;;p_Lot is null;0;3;;f;f;f;;13;;1;;;;;STRUCTURE BUR HOTEL GOLD;;;;;;;1761.70580000;0.00000000;0.00000000;0.00000000;0;0;0;100;0;0;;;;;;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;466;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;Unité;f;;;2025-12-13 10:41:38.946274;MASSY;2026-02-07 10:07:31.895851;FAHIM;235;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;-1;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;000075;"";f;0
677;0469f471-3f20-49d3-8f88-15580a511cd6;000546;;;TUBE ROND NOIR 32/0.9 LAC;;p_Lot is null;0;1;;f;f;f;;2;9;;;;;;TUBE ROND NOIR 32/0.9 LAC;;;;;;;;0.00000000;0.00000000;520.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;599;;;599;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;;f;;;2026-06-04 13:54:01.594963;OULAID-B;;;91;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
